Ä,Division,Group/Bracket,Round,Match format,Squad,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Playoff Bracket,Division 2 Open,Bracket A,P3: Final,Best of 3,UGA Red vs UTK D2,UGA Red Open B,UTK B team (Open),UTK B team (Open),17,21,21,19,13,21,Carson Kurdys,Jake Bohn,Garret Chaffins,Omar Medina
Playoff Bracket,Division 2 Open,Bracket A,P3: Final,Best of 3,UGA Red vs UTK D2,UGA Red Coed,UTK Mixed,UTK Mixed,19,21,14,21,,,Lindsay Parkes,Michael Sweeney,Mia Quattrocki,Sean Caufield
Playoff Bracket,Division 2 Open,Bracket A,P5: Semi-final,Best of 3,NKU D2 vs Pitt/Carnegie Mellon,NKU D2 A team (Open),Pitt/Carnegie Mellon Open A,,,,,,,,Evan Talley,Logan Graham,Dorian Caporal,Dylan Noker
Playoff Bracket,Division 2 Open,Bracket A,P5: Semi-final,Best of 3,NKU D2 vs Pitt/Carnegie Mellon,NKU D2 B team (Open),Pitt/Carnegie Mellon Open B,,,,,,,,Jason Reid,Preston Winiger,Axel Helfand,Patrick Gillespie
Playoff Bracket,Division 2 Open,Bracket A,P5: Semi-final,Best of 3,NKU D2 vs Pitt/Carnegie Mellon,NKU D2 Mixed,Pitt/Carnegie Mellon Coed,,,,,,,,Connor Wallace,Kylie Anderson,Nina Miller,Vince S.
Playoff Bracket,Division 2 Open,Bracket B,Quarter-final,Best of 3,UConn D2 vs UGA White,UConn D2 Open A,UGA White Open A,UConn D2 Open A,17,21,21,17,21,15,Brian Rooney,Jack Mallett,Jackson Smith,Trent Minton
Playoff Bracket,Division 2 Open,Bracket B,Quarter-final,Best of 3,UConn D2 vs UGA White,UConn D2 Open B,UGA White Open B,UGA White Open B,10,21,14,21,,,Cameron LoPiccolo,Lydia Andusko,Jack Whittemore,Paul Berrey
Playoff Bracket,Division 2 Open,Bracket B,Quarter-final,Best of 3,UConn D2 vs UGA White,UConn D2 Coed,UGA White Coed,UConn D2 Coed,21,18,21,15,,,Patrick McEwen,Shea Hanna,Addyson Cobb,Noah Hite
Playoff Bracket,Division 2 Open,Bracket A,P5: Semi-final,Best of 3,RIT D2 vs Penn State D2 Blue,RIT D2 Open A,Penn State D2 Blue Open A,RIT D2 Open A,21,6,,,,,Riley Nassour,Sam Kautzman,Logan Darby,Peter Lanza
Playoff Bracket,Division 2 Open,Bracket A,P5: Semi-final,Best of 3,RIT D2 vs Penn State D2 Blue,RIT D2 Open B,Penn State D2 Blue Open B,RIT D2 Open B,21,11,,,,,Cody Dale,Declan Brown,Kaden Gratton,Ryan Shantz
Playoff Bracket,Division 2 Open,Bracket A,P5: Semi-final,Best of 3,RIT D2 vs Penn State D2 Blue,RIT D2 Coed,Penn State D2 Blue Coed,Penn State D2 Blue Coed,6,21,,,,,Evan Phillips,Katie Smith,Jimmy Pollock,Leah Petrore
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,NC State D2 Black vs NKU D2,NC State D2 Black Open A,NKU D2 A team (Open),NC State D2 Black Open A,21,19,,,,,Elijah Young,wesley boyce,Evan Talley,Logan Graham
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,NC State D2 Black vs NKU D2,NC State D2 Black Open B,NKU D2 B team (Open),NKU D2 B team (Open),23,25,,,,,logan dubois,zac wall,Jason Reid,Preston Winiger
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,NC State D2 Black vs NKU D2,NC State D2 Black Coed,NKU D2 Mixed,NKU D2 Mixed,16,21,,,,,cameron howell,Despina ,Connor Wallace,Kylie Anderson
Playoff Bracket,Division 2 Open,Bracket B,Quarter-final,Best of 3,Montana State D2 vs KSU D2,Montana State D2 Open A,KSU D2 Open A,Montana State D2 Open A,21,6,21,4,,,Cole Matas,sam Russo,Jeremiah Delaney,Keegan Luisi Robinson
Playoff Bracket,Division 2 Open,Bracket B,Quarter-final,Best of 3,Montana State D2 vs KSU D2,Montana State D2 Open B,KSU D2 Open B,Montana State D2 Open B,21,14,21,8,,,Caleb Osborn,Chris Gritzmaker,Derek Zochowski,Savir Rajpuri
Playoff Bracket,Division 2 Open,Bracket B,Quarter-final,Best of 3,Montana State D2 vs KSU D2,Montana State D2 Coed,KSU D2 Coed,,,,,,,,Frank Calandrella,Rachel Wang,Lia Rodriguez,Tucker Bailey
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,UCI D2 vs NC State D2 Red,UCI D2 Open A,NC State D2 Red Open A,UCI D2 Open A,21,16,21,7,,,Ally Chou,Hunter Koth,gray calaway,grayson lloyd
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,UCI D2 vs NC State D2 Red,UCI D2 Open B,NC State D2 Red Open B,UCI D2 Open B,21,10,21,19,,,Hongyi Zhu,Noah Tan,camden lee,Dale Leibee
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,UCI D2 vs NC State D2 Red,UCI D2 Coed,NC State D2 Red Coed,NC State D2 Red Coed,18,21,15,21,,,Jonathan Leung,Thomas Chen,Carly Yates,evan gry
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,UTK D2 vs NEU D2,UTK A team (Open),NEU D2 Open A,UTK A team (Open),21,18,14,21,21,17,Cole Solomon,Eli Canon,Daniel Vogt,Sadie Beres
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,UTK D2 vs NEU D2,UTK B team (Open),NEU D2 Open B,UTK B team (Open),24,22,21,19,,,Garret Chaffins,Omar Medina,Tyrus Kamenitzer,Xavier Grazado
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,UTK D2 vs NEU D2,UTK Mixed,NEU D2 Coed,UTK Mixed,21,19,21,12,,,Mia Quattrocki,Sean Caufield,Ahmed Othman,Charlotte Sumner
Playoff Bracket,Division 2 Open,Bracket B,Semi-final,Best of 3,Michigan State D2 vs UConn D2,Michigan State D2 Open A,UConn D2 Open A,UConn D2 Open A,14,21,15,21,,,Nicholas Charles,Yanaq Quispe,Brian Rooney,Jack Mallett
Playoff Bracket,Division 2 Open,Bracket B,Semi-final,Best of 3,Michigan State D2 vs UConn D2,Michigan State D2 Open B,UConn D2 Open B,Michigan State D2 Open B,21,10,22,20,,,Noah Miller,Nolan Bretzke,Cameron LoPiccolo,Lydia Andusko
Playoff Bracket,Division 2 Open,Bracket B,Semi-final,Best of 3,Michigan State D2 vs UConn D2,Michigan State D2 Coed,UConn D2 Coed,Michigan State D2 Coed,21,17,21,14,,,Erin Lubahn,Parker Schuller,Patrick McEwen,Shea Hanna
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Baylor vs NKU D2,Baylor Open A,NKU D2 A team (Open),Baylor Open A,21,13,21,18,,,Aidan Riley,Tyler Fernandez,Evan Talley,Logan Graham
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Baylor vs NKU D2,Baylor Open B,NKU D2 B team (Open),Baylor Open B,21,11,21,10,,,Micah Allin,Parker Hall,Jason Reid,Preston Winiger
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Baylor vs NKU D2,Baylor Coed,NKU D2 Mixed,Baylor Coed,21,19,0,-1,,,Haleigh Manske,Jake Rasmussen,Connor Wallace,Kylie Anderson
Playoff Bracket,Division 2 Open,Bracket B,Semi-final,Best of 3,UMD D2 vs Montana State D2,UMD D2 Open A,Montana State D2 Open A,UMD D2 Open A,21,18,21,16,,,Soren,Thomas Ross,Cole Matas,sam Russo
Playoff Bracket,Division 2 Open,Bracket B,Semi-final,Best of 3,UMD D2 vs Montana State D2,UMD D2 Open B,Montana State D2 Open B,Montana State D2 Open B,12,21,13,21,,,Joseph Vaisman,Ryan Cheriathundam,Caleb Osborn,Chris Gritzmaker
Playoff Bracket,Division 2 Open,Bracket B,Semi-final,Best of 3,UMD D2 vs Montana State D2,UMD D2 Coed,Montana State D2 Coed,Montana State D2 Coed,15,21,16,21,,,Charles Labarge,Lily Rhudy,Frank Calandrella,Rachel Wang
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Pitt/Carnegie Mellon vs UGA Red,Pitt/Carnegie Mellon Open A,UGA Red Open A,,18,21,21,18,,,Dorian Caporal,Dylan Noker,Joseph Gibson,Zeke Beckford
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Pitt/Carnegie Mellon vs UGA Red,Pitt/Carnegie Mellon Open B,UGA Red Open B,UGA Red Open B,17,21,17,21,,,Axel Helfand,Patrick Gillespie,Carson Kurdys,Jake Bohn
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Pitt/Carnegie Mellon vs UGA Red,Pitt/Carnegie Mellon Coed,UGA Red Coed,UGA Red Coed,15,21,13,21,,,Nina Miller,Vince S.,Lindsay Parkes,Michael Sweeney
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,RIT D2 vs UCI D2,RIT D2 Open A,UCI D2 Open A,UCI D2 Open A,16,21,21,15,18,21,Riley Nassour,Sam Kautzman,Ally Chou,Hunter Koth
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,RIT D2 vs UCI D2,RIT D2 Open B,UCI D2 Open B,RIT D2 Open B,21,10,21,19,,,Cody Dale,Declan Brown,Hongyi Zhu,Noah Tan
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,RIT D2 vs UCI D2,RIT D2 Coed,UCI D2 Coed,UCI D2 Coed,16,21,18,21,,,Evan Phillips,Katie Smith,Jonathan Leung,Thomas Chen
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Penn State D2 Blue vs UTK D2,Penn State D2 Blue Open A,UTK A team (Open),UTK A team (Open),17,21,21,19,19,21,Logan Darby,Peter Lanza,Cole Solomon,Eli Canon
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Penn State D2 Blue vs UTK D2,Penn State D2 Blue Open B,UTK B team (Open),Penn State D2 Blue Open B,21,15,21,14,,,Kaden Gratton,Ryan Shantz,Garret Chaffins,Omar Medina
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,Penn State D2 Blue vs UTK D2,Penn State D2 Blue Coed,UTK Mixed,UTK Mixed,16,21,18,21,,,Jimmy Pollock,Leah Petrore,Mia Quattrocki,Sean Caufield
Playoff Bracket,Division 2 Open,Bracket B,Final,Best of 3,Michigan State D2 vs Montana State D2,Michigan State D2 Open A,Montana State D2 Open A,Montana State D2 Open A,19,21,17,21,,,Nicholas Charles,Yanaq Quispe,Cole Matas,sam Russo
Playoff Bracket,Division 2 Open,Bracket B,Final,Best of 3,Michigan State D2 vs Montana State D2,Michigan State D2 Open B,Montana State D2 Open B,Michigan State D2 Open B,21,11,21,9,,,Noah Miller,Nolan Bretzke,Caleb Osborn,Chris Gritzmaker
Playoff Bracket,Division 2 Open,Bracket B,Final,Best of 3,Michigan State D2 vs Montana State D2,Michigan State D2 Coed,Montana State D2 Coed,Montana State D2 Coed,14,21,21,11,20,22,Erin Lubahn,Parker Schuller,Frank Calandrella,Rachel Wang
Playoff Bracket,Division 2 Open,Bracket A,Semi-final,Best of 3,Baylor vs UGA Red,Baylor Open A,UGA Red Open A,,15,21,21,14,,,Aidan Riley,Tyler Fernandez,Joseph Gibson,Zeke Beckford
Playoff Bracket,Division 2 Open,Bracket A,Semi-final,Best of 3,Baylor vs UGA Red,Baylor Open B,UGA Red Open B,Baylor Open B,21,16,21,14,,,Micah Allin,Parker Hall,Carson Kurdys,Jake Bohn
Playoff Bracket,Division 2 Open,Bracket A,Semi-final,Best of 3,Baylor vs UGA Red,Baylor Coed,UGA Red Coed,Baylor Coed,26,24,24,22,,,Haleigh Manske,Jake Rasmussen,Lindsay Parkes,Michael Sweeney
Playoff Bracket,Division 2 Open,Bracket A,Semi-final,Best of 3,UCI D2 vs UTK D2,UCI D2 Open A,UTK A team (Open),UCI D2 Open A,21,16,24,22,,,Ally Chou,Hunter Koth,Cole Solomon,Eli Canon
Playoff Bracket,Division 2 Open,Bracket A,Semi-final,Best of 3,UCI D2 vs UTK D2,UCI D2 Open B,UTK B team (Open),UCI D2 Open B,21,16,21,15,,,Hongyi Zhu,Noah Tan,Garret Chaffins,Omar Medina
Playoff Bracket,Division 2 Open,Bracket A,Semi-final,Best of 3,UCI D2 vs UTK D2,UCI D2 Coed,UTK Mixed,UTK Mixed,16,21,18,21,,,Jonathan Leung,Thomas Chen,Mia Quattrocki,Sean Caufield
Playoff Bracket,Division 2 Open,Bracket A,Final,Best of 3,Baylor vs UCI D2,Baylor Open A,UCI D2 Open A,Baylor Open A,21,15,10,21,21,13,Aidan Riley,Tyler Fernandez,Ally Chou,Hunter Koth
Playoff Bracket,Division 2 Open,Bracket A,Final,Best of 3,Baylor vs UCI D2,Baylor Open B,UCI D2 Open B,Baylor Open B,21,17,21,18,,,Micah Allin,Parker Hall,Hongyi Zhu,Noah Tan
Playoff Bracket,Division 2 Open,Bracket A,Final,Best of 3,Baylor vs UCI D2,Baylor Coed,UCI D2 Coed,,21,19,19,21,,,Haleigh Manske,Jake Rasmussen,Jonathan Leung,Thomas Chen
Pool Play,Division 2 Open,Pool A,,Single game,,NC State Black,Penn State Open,Penn State Open,2,21,,,,,Anna Wiebking,Kaleigh Altman,Nick Moniz,Matthew Higgins
Pool Play,Division 2 Open,Pool B,,Single game,,NC State Red,NEU Individual,NEU Individual,12,21,,,,,mattew whalen,jacob schoen,David Alberino Jr.,Tavis Lie
Pool Play,Division 2 Open,Pool B,,Single game,,NC State Red,Pitt 2,NC State Red,21,19,,,,,mattew whalen,jacob schoen,Andre Reynolds,Josh Retzlaff
Pool Play,Division 2 Open,Pool A,,Single game,,NC State Black,Pitt 1,Pitt 1,16,21,,,,,Anna Wiebking,Kaleigh Altman,Nick Genkinger,Sydney Rodriguez
Pool Play,Division 2 Open,Pool B,,Single game,,NC State Red,UGA Individual A,NC State Red,21,16,,,,,mattew whalen,jacob schoen,Sean Toland,Drew Robertson
Pool Play,Division 2 Open,Pool A,,Single game,,NC State Black,Georgia Tech,Georgia Tech,5,21,,,,,Anna Wiebking,Kaleigh Altman,Joanna Gould,Grant Marshall
Pool Play,Division 2 Open,Pool A,,Single game,,NC State Black,UNC Blue Alvarez/Muvendy,NC State Black,21,18,,,,,Anna Wiebking,Kaleigh Altman,David Alvarez,Mabeki Muvendy
Pool Play,Division 2 Open,Pool B,,Single game,,NC State Red,UNC Individual,NC State Red,21,17,,,,,mattew whalen,jacob schoen,Matthew McConnell,Carter Boxell
Pool Play,Division 2 Open,Pool A,,Single game,,Penn State Open,Pitt 1,Penn State Open,21,16,,,,,Nick Moniz,Matthew Higgins,Nick Genkinger,Sydney Rodriguez
Pool Play,Division 2 Open,Pool B,,Single game,,NEU Individual,Pitt 2,Pitt 2,18,21,,,,,David Alberino Jr.,Tavis Lie,Andre Reynolds,Josh Retzlaff
Pool Play,Division 2 Open,Pool A,,Single game,,Penn State Open,Georgia Tech,Georgia Tech,15,21,,,,,Nick Moniz,Matthew Higgins,Joanna Gould,Grant Marshall
Pool Play,Division 2 Open,Pool B,,Single game,,NEU Individual,UGA Individual A,NEU Individual,21,7,,,,,David Alberino Jr.,Tavis Lie,Sean Toland,Drew Robertson
Pool Play,Division 2 Open,Pool A,,Single game,,Penn State Open,UNC Blue Alvarez/Muvendy,Penn State Open,21,3,,,,,Nick Moniz,Matthew Higgins,David Alvarez,Mabeki Muvendy
Pool Play,Division 2 Open,Pool B,,Single game,,NEU Individual,UNC Individual,NEU Individual,21,18,,,,,David Alberino Jr.,Tavis Lie,Matthew McConnell,Carter Boxell
Pool Play,Division 2 Open,Pool A,,Single game,,Pitt 1,Georgia Tech,Georgia Tech,5,21,,,,,Nick Genkinger,Sydney Rodriguez,Joanna Gould,Grant Marshall
Pool Play,Division 2 Open,Pool B,,Single game,,Pitt 2,UGA Individual A,Pitt 2,21,11,,,,,Andre Reynolds,Josh Retzlaff,Sean Toland,Drew Robertson
Pool Play,Division 2 Open,Pool A,,Single game,,Pitt 1,UNC Blue Alvarez/Muvendy,Pitt 1,21,18,,,,,Nick Genkinger,Sydney Rodriguez,David Alvarez,Mabeki Muvendy
Pool Play,Division 2 Open,Pool B,,Single game,,Pitt 2,UNC Individual,Pitt 2,21,4,,,,,Andre Reynolds,Josh Retzlaff,Matthew McConnell,Carter Boxell
Pool Play,Division 2 Open,Pool A,,Single game,,Georgia Tech,UNC Blue Alvarez/Muvendy,Georgia Tech,21,4,,,,,Joanna Gould,Grant Marshall,David Alvarez,Mabeki Muvendy
Pool Play,Division 2 Open,Pool B,,Single game,,UGA Individual A,UNC Individual,UGA Individual A,23,21,,,,,Sean Toland,Drew Robertson,Matthew McConnell,Carter Boxell
Playoff Bracket,Division 2 Open,Bracket A,P3: Final,Best of 3,,NC State Red,Penn State Open,Penn State Open,12,21,6,21,,,mattew whalen,jacob schoen,Nick Moniz,Matthew Higgins
Playoff Bracket,Division 2 Open,Bracket A,P9: Final,Best of 3,,TBD,NC State Black,,,,,,,,,,Anna Wiebking,Kaleigh Altman
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,,Georgia Tech,TBD,Georgia Tech,1,0,,,,,Joanna Gould,Grant Marshall,,
Playoff Bracket,Division 2 Open,Bracket A,P5: Semi-final,Best of 3,,UNC Individual,NEU Individual,NEU Individual,21,19,7,21,10,21,Matthew McConnell,Carter Boxell,David Alberino Jr.,Tavis Lie
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,,NC State Black,UNC Individual,UNC Individual,10,21,15,21,,,Anna Wiebking,Kaleigh Altman,Matthew McConnell,Carter Boxell
Playoff Bracket,Division 2 Open,Bracket A,P5: Semi-final,Best of 3,,UGA Individual A,Pitt 1,,,,,,,,Sean Toland,Drew Robertson,Nick Genkinger,Sydney Rodriguez
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,,NEU Individual,TBD,NEU Individual,1,0,,,,,David Alberino Jr.,Tavis Lie,,
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,,NC State Red,TBD,NC State Red,1,0,,,,,mattew whalen,jacob schoen,,
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,,Penn State Open,TBD,Penn State Open,1,0,,,,,Nick Moniz,Matthew Higgins,,
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,,UGA Individual A,UNC Blue Alvarez/Muvendy,UGA Individual A,21,9,21,14,,,Sean Toland,Drew Robertson,David Alvarez,Mabeki Muvendy
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,,Pitt 2,TBD,Pitt 2,1,0,,,,,Andre Reynolds,Josh Retzlaff,,
Playoff Bracket,Division 2 Open,Bracket A,Round of 16,Best of 3,,Pitt 1,TBD,Pitt 1,1,0,,,,,Nick Genkinger,Sydney Rodriguez,,
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,,Georgia Tech,UNC Individual,Georgia Tech,21,7,21,13,,,Joanna Gould,Grant Marshall,Matthew McConnell,Carter Boxell
Playoff Bracket,Division 2 Open,Bracket A,P5: Final,Best of 3,,NEU Individual,TBD,,,,,,,,David Alberino Jr.,Tavis Lie,,
Playoff Bracket,Division 2 Open,Bracket A,P5: Final,Best of 3,,UNC Individual,TBD,,,,,,,,Matthew McConnell,Carter Boxell,,
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,,NEU Individual,NC State Red,NC State Red,18,21,19,21,,,David Alberino Jr.,Tavis Lie,mattew whalen,jacob schoen
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,,Penn State Open,UGA Individual A,Penn State Open,21,8,21,15,,,Nick Moniz,Matthew Higgins,Sean Toland,Drew Robertson
Playoff Bracket,Division 2 Open,Bracket A,Quarter-final,Best of 3,,Pitt 2,Pitt 1,Pitt 2,21,8,21,10,,,Andre Reynolds,Josh Retzlaff,Nick Genkinger,Sydney Rodriguez
Playoff Bracket,Division 2 Open,Bracket A,Semi-final,Best of 3,,Georgia Tech,NC State Red,Georgia Tech,21,5,21,12,,,Joanna Gould,Grant Marshall,mattew whalen,jacob schoen
Playoff Bracket,Division 2 Open,Bracket A,Semi-final,Best of 3,,Penn State Open,Pitt 2,Pitt 2,21,23,21,7,20,22,Nick Moniz,Matthew Higgins,Andre Reynolds,Josh Retzlaff
Playoff Bracket,Division 2 Open,Bracket A,Final,Best of 3,,Georgia Tech,Pitt 2,Georgia Tech,21,6,21,15,,,Joanna Gould,Grant Marshall,Andre Reynolds,Josh Retzlaff
Playoff Bracket,Division 2 Open,Bracket A,P9: Semi-final,Best of 3,NC State D2 Red vs NEU D2,NC State D2 Red Open A,NEU D2 Open A,NEU D2 Open A,16,21,18,21,,,gray calaway,grayson lloyd,Daniel Vogt,Sadie Beres
Playoff Bracket,Division 2 Open,Bracket A,P9: Semi-final,Best of 3,NC State D2 Red vs NEU D2,NC State D2 Red Open B,NEU D2 Open B,NEU D2 Open B,16,21,21,18,13,21,camden lee,Dale Leibee,Tyrus Kamenitzer,Xavier Grazado
Playoff Bracket,Division 2 Open,Bracket A,P9: Semi-final,Best of 3,NC State D2 Red vs NEU D2,NC State D2 Red Coed,NEU D2 Coed,NEU D2 Coed,18,21,16,21,,,Carly Yates,evan gry,Ahmed Othman,Charlotte Sumner
Playoff Bracket,Division 2 Open,Bracket A,P9: Final,Best of 3,NC State D2 Black vs NEU D2,NC State D2 Black Open A,NEU D2 Open A,NEU D2 Open A,15,21,14,21,,,Elijah Young,wesley boyce,Daniel Vogt,Sadie Beres
Playoff Bracket,Division 2 Open,Bracket A,P9: Final,Best of 3,NC State D2 Black vs NEU D2,NC State D2 Black Open B,NEU D2 Open B,NEU D2 Open B,14,21,13,21,,,logan dubois,zac wall,Tyrus Kamenitzer,Xavier Grazado
Playoff Bracket,Division 2 Open,Bracket A,P9: Final,Best of 3,NC State D2 Black vs NEU D2,NC State D2 Black Coed,NEU D2 Coed,NEU D2 Coed,18,21,17,21,,,cameron howell,Despina ,Ahmed Othman,Charlotte Sumner
Playoff Bracket,Division 2 Open,Bracket A,P5: Final,Best of 3,RIT D2 vs NKU D2,RIT D2 Open A,NKU D2 Open A,RIT D2 Open A,1,0,,,,,Riley Nassour,Sam Kautzman,,
Playoff Bracket,Division 2 Open,Bracket A,P5: Final,Best of 3,RIT D2 vs NKU D2,RIT D2 Open B,NKU D2 Open B,RIT D2 Open B,1,0,,,,,Cody Dale,Declan Brown,,
Playoff Bracket,Division 2 Open,Bracket A,P5: Final,Best of 3,RIT D2 vs NKU D2,RIT D2 Coed,NKU D2 Coed,RIT D2 Coed,1,0,,,,,Evan Phillips,Katie Smith,,
Playoff Bracket,Division 2 Open,Bracket A,P7: Final,Best of 3,Pitt/Carnegie Mellon vs Penn State D2 Blue,Pitt/Carnegie Mellon Open A,Penn State D2 Blue Open A,,,,,,,,Dorian Caporal,Dylan Noker,Logan Darby,Peter Lanza
Playoff Bracket,Division 2 Open,Bracket A,P7: Final,Best of 3,Pitt/Carnegie Mellon vs Penn State D2 Blue,Pitt/Carnegie Mellon Open B,Penn State D2 Blue Open B,,,,,,,,Axel Helfand,Patrick Gillespie,Kaden Gratton,Ryan Shantz
Playoff Bracket,Division 2 Open,Bracket A,P7: Final,Best of 3,Pitt/Carnegie Mellon vs Penn State D2 Blue,Pitt/Carnegie Mellon Coed,Penn State D2 Blue Coed,,,,,,,,Nina Miller,Vince S.,Jimmy Pollock,Leah Petrore
Playoff Bracket,Division 2 Open,Bracket B,P5: Final,Best of 3,UGA White vs KSU D2,UGA White Open A,KSU D2 Open A,UGA White Open A,21,17,,,,,Jackson Smith,Trent Minton,Jeremiah Delaney,Keegan Luisi Robinson
Playoff Bracket,Division 2 Open,Bracket B,P5: Final,Best of 3,UGA White vs KSU D2,UGA White Open B,KSU D2 Open B,UGA White Open B,21,16,,,,,Jack Whittemore,Paul Berrey,Derek Zochowski,Savir Rajpuri
Playoff Bracket,Division 2 Open,Bracket B,P5: Final,Best of 3,UGA White vs KSU D2,UGA White Coed,KSU D2 Coed,UGA White Coed,21,14,,,,,Addyson Cobb,Noah Hite,Lia Rodriguez,Tucker Bailey
