Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team B - Player 1,Team B - Player 2,Team B - Player 3
Pool Play,Open Pro 6.0+,Group A,1,Single game,Numb,Tilted,Numb,21,13,,,,,Kieran Rose,Paq Clifford,,Justin Barr,Will Picone,
Pool Play,Open Pro 6.0+,Group A,1,Single game,Cold Sweep,Bot House,Cold Sweep,21,18,,,,,Maxime Prince,Vincent Mathieu,,West Peterson,Owen Lippman,
Pool Play,Open Pro 6.0+,Group B,1,Single game,Eisenträger/Siemer,Bazzani/Borsotti,Eisenträger/Siemer,21,10,,,,,Paul Siemer,Eisenträger Lukas,,Andrea Borsotti,Nicola Bazzani,
Pool Play,Open Pro 6.0+,Group B,1,Single game,Insystem,V⚡️RGA,V⚡️RGA,23,25,,,,,Etienne Cote,Blake Bosak,Blake Bosak,Dawson Morgan,Caleb Cummings,
Pool Play,Open Pro 6.0+,Group C,1,Single game,Extra,foolish,foolish,13,21,,,,,Jé Gagnon,Emerson Dean,,Lucas Pruett,Sunny Gu,
Pool Play,Open Pro 6.0+,Group C,1,Single game,Ultra Instinct,Kingdom Come,Ultra Instinct,21,17,,,,,Gabriel Finocchi,Thomas Hamilton,,Grant Klapwijk,Matthew Cole,
Pool Play,Open Pro 6.0+,Group D,1,Single game,Zwaffle everyone,Degenerates,Degenerates,19,21,,,,,Levi Vandaele,Robin Florinda,,Jack coolbaugh,Thomas Hoffman,
Pool Play,Open Pro 6.0+,Group D,1,Single game,TRP Spotless,J.A.R.V.I.S.,J.A.R.V.I.S.,17,21,,,,,Ryan Gross,Joe Bondi,,Connor Nelson,Josh Fragiacomo,
Pool Play,Open Pro 6.0+,Group A,2,Single game,Numb,Bot House,Bot House,18,21,,,,,Kieran Rose,Paq Clifford,,West Peterson,Owen Lippman,
Pool Play,Open Pro 6.0+,Group A,2,Single game,Cold Sweep,Tilted,Tilted,20,22,,,,,Maxime Prince,Vincent Mathieu,,Justin Barr,Will Picone,
Pool Play,Open Pro 6.0+,Group B,2,Single game,Eisenträger/Siemer,V⚡️RGA,V⚡️RGA,18,21,,,,,Paul Siemer,Eisenträger Lukas,,Dawson Morgan,Caleb Cummings,
Pool Play,Open Pro 6.0+,Group B,2,Single game,Insystem,Bazzani/Borsotti,Insystem,23,21,,,,,Etienne Cote,Blake Bosak,Blake Bosak,Andrea Borsotti,Nicola Bazzani,
Pool Play,Open Pro 6.0+,Group C,2,Single game,Extra,Kingdom Come,Kingdom Come,18,21,,,,,Jé Gagnon,Emerson Dean,,Grant Klapwijk,Matthew Cole,
Pool Play,Open Pro 6.0+,Group C,2,Single game,Ultra Instinct,foolish,foolish,17,21,,,,,Gabriel Finocchi,Thomas Hamilton,,Lucas Pruett,Sunny Gu,
Pool Play,Open Pro 6.0+,Group D,2,Single game,Zwaffle everyone,J.A.R.V.I.S.,J.A.R.V.I.S.,18,21,,,,,Levi Vandaele,Robin Florinda,,Connor Nelson,Josh Fragiacomo,
Pool Play,Open Pro 6.0+,Group D,2,Single game,TRP Spotless,Degenerates,TRP Spotless,21,12,,,,,Ryan Gross,Joe Bondi,,Jack coolbaugh,Thomas Hoffman,
Pool Play,Open Pro 6.0+,Group A,3,Single game,Numb,Cold Sweep,Numb,21,14,,,,,Kieran Rose,Paq Clifford,,Maxime Prince,Vincent Mathieu,
Pool Play,Open Pro 6.0+,Group A,3,Single game,Bot House,Tilted,Bot House,21,19,,,,,West Peterson,Owen Lippman,,Justin Barr,Will Picone,
Pool Play,Open Pro 6.0+,Group B,3,Single game,Eisenträger/Siemer,Insystem,Eisenträger/Siemer,21,17,,,,,Paul Siemer,Eisenträger Lukas,,Etienne Cote,Blake Bosak,Blake Bosak
Pool Play,Open Pro 6.0+,Group B,3,Single game,V⚡️RGA,Bazzani/Borsotti,V⚡️RGA,21,16,,,,,Dawson Morgan,Caleb Cummings,,Andrea Borsotti,Nicola Bazzani,
Pool Play,Open Pro 6.0+,Group C,3,Single game,Extra,Ultra Instinct,Ultra Instinct,15,21,,,,,Jé Gagnon,Emerson Dean,,Gabriel Finocchi,Thomas Hamilton,
Pool Play,Open Pro 6.0+,Group C,3,Single game,Kingdom Come,foolish,foolish,23,25,,,,,Grant Klapwijk,Matthew Cole,,Lucas Pruett,Sunny Gu,
Pool Play,Open Pro 6.0+,Group D,3,Single game,Zwaffle everyone,TRP Spotless,TRP Spotless,19,21,,,,,Levi Vandaele,Robin Florinda,,Ryan Gross,Joe Bondi,
Pool Play,Open Pro 6.0+,Group D,3,Single game,J.A.R.V.I.S.,Degenerates,J.A.R.V.I.S.,21,13,,,,,Connor Nelson,Josh Fragiacomo,,Jack coolbaugh,Thomas Hoffman,
Pool Play,Open Pro 6.0+,Group A,4,Single game,Numb,Tilted,Numb,21,13,,,,,Kieran Rose,Paq Clifford,,Justin Barr,Will Picone,
Pool Play,Open Pro 6.0+,Group A,4,Single game,Cold Sweep,Bot House,Cold Sweep,21,19,,,,,Maxime Prince,Vincent Mathieu,,West Peterson,Owen Lippman,
Pool Play,Open Pro 6.0+,Group B,4,Single game,Eisenträger/Siemer,Bazzani/Borsotti,Eisenträger/Siemer,21,10,,,,,Paul Siemer,Eisenträger Lukas,,Andrea Borsotti,Nicola Bazzani,
Pool Play,Open Pro 6.0+,Group B,4,Single game,Insystem,V⚡️RGA,Insystem,21,16,,,,,Etienne Cote,Blake Bosak,Blake Bosak,Dawson Morgan,Caleb Cummings,
Pool Play,Open Pro 6.0+,Group C,4,Single game,Extra,foolish,Extra,21,18,,,,,Jé Gagnon,Emerson Dean,,Lucas Pruett,Sunny Gu,
Pool Play,Open Pro 6.0+,Group C,4,Single game,Ultra Instinct,Kingdom Come,Ultra Instinct,21,12,,,,,Gabriel Finocchi,Thomas Hamilton,,Grant Klapwijk,Matthew Cole,
Pool Play,Open Pro 6.0+,Group D,4,Single game,Zwaffle everyone,Degenerates,Zwaffle everyone,21,19,,,,,Levi Vandaele,Robin Florinda,,Jack coolbaugh,Thomas Hoffman,
Pool Play,Open Pro 6.0+,Group D,4,Single game,TRP Spotless,J.A.R.V.I.S.,TRP Spotless,21,15,,,,,Ryan Gross,Joe Bondi,,Connor Nelson,Josh Fragiacomo,
Pool Play,Open Pro 6.0+,Group A,5,Single game,Numb,Bot House,Numb,21,14,,,,,Kieran Rose,Paq Clifford,,West Peterson,Owen Lippman,
Pool Play,Open Pro 6.0+,Group A,5,Single game,Cold Sweep,Tilted,Tilted,16,21,,,,,Maxime Prince,Vincent Mathieu,,Justin Barr,Will Picone,
Pool Play,Open Pro 6.0+,Group B,5,Single game,Eisenträger/Siemer,V⚡️RGA,Eisenträger/Siemer,21,18,,,,,Paul Siemer,Eisenträger Lukas,,Dawson Morgan,Caleb Cummings,
Pool Play,Open Pro 6.0+,Group B,5,Single game,Insystem,Bazzani/Borsotti,Insystem,21,13,,,,,Etienne Cote,Blake Bosak,Blake Bosak,Andrea Borsotti,Nicola Bazzani,
Pool Play,Open Pro 6.0+,Group C,5,Single game,Extra,Kingdom Come,Extra,21,19,,,,,Jé Gagnon,Emerson Dean,,Grant Klapwijk,Matthew Cole,
Pool Play,Open Pro 6.0+,Group C,5,Single game,Ultra Instinct,foolish,Ultra Instinct,21,15,,,,,Gabriel Finocchi,Thomas Hamilton,,Lucas Pruett,Sunny Gu,
Pool Play,Open Pro 6.0+,Group D,5,Single game,Zwaffle everyone,J.A.R.V.I.S.,J.A.R.V.I.S.,17,21,,,,,Levi Vandaele,Robin Florinda,,Connor Nelson,Josh Fragiacomo,
Pool Play,Open Pro 6.0+,Group D,5,Single game,TRP Spotless,Degenerates,Degenerates,17,21,,,,,Ryan Gross,Joe Bondi,,Jack coolbaugh,Thomas Hoffman,
Pool Play,Open Pro 6.0+,Group A,6,Single game,Numb,Cold Sweep,Numb,25,23,,,,,Kieran Rose,Paq Clifford,,Maxime Prince,Vincent Mathieu,
Pool Play,Open Pro 6.0+,Group A,6,Single game,Bot House,Tilted,Bot House,21,18,,,,,West Peterson,Owen Lippman,,Justin Barr,Will Picone,
Pool Play,Open Pro 6.0+,Group B,6,Single game,Eisenträger/Siemer,Insystem,Insystem,18,21,,,,,Paul Siemer,Eisenträger Lukas,,Etienne Cote,Blake Bosak,Blake Bosak
Pool Play,Open Pro 6.0+,Group B,6,Single game,V⚡️RGA,Bazzani/Borsotti,V⚡️RGA,21,16,,,,,Dawson Morgan,Caleb Cummings,,Andrea Borsotti,Nicola Bazzani,
Pool Play,Open Pro 6.0+,Group C,6,Single game,Extra,Ultra Instinct,Ultra Instinct,16,21,,,,,Jé Gagnon,Emerson Dean,,Gabriel Finocchi,Thomas Hamilton,
Pool Play,Open Pro 6.0+,Group C,6,Single game,Kingdom Come,foolish,Kingdom Come,23,21,,,,,Grant Klapwijk,Matthew Cole,,Lucas Pruett,Sunny Gu,
Pool Play,Open Pro 6.0+,Group D,6,Single game,Zwaffle everyone,TRP Spotless,TRP Spotless,19,21,,,,,Levi Vandaele,Robin Florinda,,Ryan Gross,Joe Bondi,
Pool Play,Open Pro 6.0+,Group D,6,Single game,J.A.R.V.I.S.,Degenerates,J.A.R.V.I.S.,21,14,,,,,Connor Nelson,Josh Fragiacomo,,Jack coolbaugh,Thomas Hoffman,
Bracket Play,Open Pro 6.0+,Bracket A,Round of 16,Best of 3,Numb,Extra,Extra,16,21,21,16,18,21,Kieran Rose,Paq Clifford,,Jé Gagnon,Emerson Dean,
Bracket Play,Open Pro 6.0+,Bracket A,Round of 16,Best of 3,Eisenträger/Siemer,Zwaffle everyone,Eisenträger/Siemer,21,12,21,16,,,Paul Siemer,Eisenträger Lukas,,Levi Vandaele,Robin Florinda,
Bracket Play,Open Pro 6.0+,Bracket A,Round of 16,Best of 3,Ultra Instinct,Bazzani/Borsotti,Ultra Instinct,21,15,21,12,,,Gabriel Finocchi,Thomas Hamilton,,Andrea Borsotti,Nicola Bazzani,
Bracket Play,Open Pro 6.0+,Bracket A,Round of 16,Best of 3,J.A.R.V.I.S.,Cold Sweep,J.A.R.V.I.S.,21,18,21,12,,,Connor Nelson,Josh Fragiacomo,,Maxime Prince,Vincent Mathieu,
Bracket Play,Open Pro 6.0+,Bracket A,Round of 16,Best of 3,foolish,V⚡️RGA,V⚡️RGA,21,16,17,21,30,32,Lucas Pruett,Sunny Gu,,Dawson Morgan,Caleb Cummings,
Bracket Play,Open Pro 6.0+,Bracket A,Round of 16,Best of 3,TRP Spotless,Tilted,TRP Spotless,24,22,18,21,21,19,Ryan Gross,Joe Bondi,,Justin Barr,Will Picone,
Bracket Play,Open Pro 6.0+,Bracket A,Round of 16,Best of 3,Bot House,Kingdom Come,Kingdom Come,16,21,19,21,,,West Peterson,Owen Lippman,,Grant Klapwijk,Matthew Cole,
Bracket Play,Open Pro 6.0+,Bracket A,Round of 16,Best of 3,Insystem,Degenerates,Insystem,21,23,21,17,21,18,Etienne Cote,Blake Bosak,Blake Bosak,Jack coolbaugh,Thomas Hoffman,
Bracket Play,Open Pro 6.0+,Bracket A,Quarter-final,Best of 3,Extra,Insystem,Insystem,23,21,18,21,16,21,Jé Gagnon,Emerson Dean,,Etienne Cote,Blake Bosak,Blake Bosak
Bracket Play,Open Pro 6.0+,Bracket A,Quarter-final,Best of 3,Eisenträger/Siemer,Kingdom Come,Eisenträger/Siemer,21,18,21,18,,,Paul Siemer,Eisenträger Lukas,,Grant Klapwijk,Matthew Cole,
Bracket Play,Open Pro 6.0+,Bracket A,Quarter-final,Best of 3,Ultra Instinct,TRP Spotless,Ultra Instinct,21,13,21,14,,,Gabriel Finocchi,Thomas Hamilton,,Ryan Gross,Joe Bondi,
Bracket Play,Open Pro 6.0+,Bracket A,Quarter-final,Best of 3,J.A.R.V.I.S.,V⚡️RGA,J.A.R.V.I.S.,21,15,21,15,,,Connor Nelson,Josh Fragiacomo,,Dawson Morgan,Caleb Cummings,
Bracket Play,Open Pro 6.0+,Bracket A,P9: Quarter-final,Best of 3,Bot House,Zwaffle everyone,Zwaffle everyone,-1,0,-1,0,,,West Peterson,Owen Lippman,,Levi Vandaele,Robin Florinda,
Bracket Play,Open Pro 6.0+,Bracket A,P9: Quarter-final,Best of 3,Tilted,Bazzani/Borsotti,Bazzani/Borsotti,-1,0,-1,0,,,Justin Barr,Will Picone,,Andrea Borsotti,Nicola Bazzani,
Bracket Play,Open Pro 6.0+,Bracket A,P9: Quarter-final,Best of 3,foolish,Cold Sweep,foolish,0,-1,0,-1,,,Lucas Pruett,Sunny Gu,,Maxime Prince,Vincent Mathieu,
Bracket Play,Open Pro 6.0+,Bracket A,Semi-final,Best of 3,Insystem,J.A.R.V.I.S.,J.A.R.V.I.S.,21,19,15,21,16,21,Etienne Cote,Blake Bosak,Blake Bosak,Connor Nelson,Josh Fragiacomo,
Bracket Play,Open Pro 6.0+,Bracket A,Semi-final,Best of 3,Eisenträger/Siemer,Ultra Instinct,Ultra Instinct,19,21,19,21,,,Paul Siemer,Eisenträger Lukas,,Gabriel Finocchi,Thomas Hamilton,
Bracket Play,Open Pro 6.0+,Bracket A,P5: Semi-final,Best of 3,V⚡️RGA,Extra,V⚡️RGA,0,-1,0,-1,,,Dawson Morgan,Caleb Cummings,,Jé Gagnon,Emerson Dean,
Bracket Play,Open Pro 6.0+,Bracket A,Final,Best of 3,J.A.R.V.I.S.,Ultra Instinct,Ultra Instinct,24,26,18,21,,,Connor Nelson,Josh Fragiacomo,,Gabriel Finocchi,Thomas Hamilton,
Bracket Play,Open Pro 6.0+,Bracket A,P3: Final,Best of 3,Eisenträger/Siemer,Insystem,Eisenträger/Siemer,26,24,21,19,,,Paul Siemer,Eisenträger Lukas,,Etienne Cote,Blake Bosak,Blake Bosak
Pool Play,Women's Pro 5.0+,Group A,1,Single game,Pierson/Phan,Golden Brown,Pierson/Phan,21,15,,,,,Katheleen Phan,Katie Pierson,,Joanna Gould,Meagan Bown,
Pool Play,Women's Pro 5.0+,Group A,1,Single game,Dino Riot 🦖,Soft Serve,Dino Riot 🦖,21,14,,,,,Laurence Vallée,Rafaela Bastos,,Perrin York,Kayla Ngai,
Pool Play,Women's Pro 5.0+,Group B,1,Single game,Nova,Gobby Girls,Nova,21,9,,,,,Laura Kunzelmann,Inès Paysan,,Sara Bradshaw,Jordan Hemmen,
Pool Play,Women's Pro 5.0+,Group B,1,Single game,ellelowe sebmarine,tiramisu,tiramisu,18,21,,,,,Sebastiani Kim,Elle Lowe,,Megan Leybourne,Daniela Kadlec,
Pool Play,Women's Pro 5.0+,Group C,1,Single game,KickStart,Semi-Aquatic Mammals of Action,KickStart,21,14,,,,,Karah Hui,Sarah Allen,,Joelle Nguyen,Jhanaj Quispe,
Pool Play,Women's Pro 5.0+,Group C,1,Single game,THUS Parabatai,Gapcha,Gapcha,24,25,,,,,Kalin Morgan,Kayla Wu-Fleming,,Janet Leung,Dianne Fonseca,
Pool Play,Women's Pro 5.0+,Group D,1,Single game,Chitty Bang,Twist My Arm,Chitty Bang,21,8,,,,,Ronja Lorenz,Lou Washburn,,Ava Caron,Ally Neidermyer,
Pool Play,Women's Pro 5.0+,Group D,1,Single game,TWINZ,Carry Set,Carry Set,23,25,,,,,Ali Jenki,Olivia Jenki,,Malia Wanderer,Abigale Lamontagne,
Pool Play,Women's Pro 5.0+,Group A,2,Single game,Pierson/Phan,Soft Serve,Pierson/Phan,21,17,,,,,Katheleen Phan,Katie Pierson,,Perrin York,Kayla Ngai,
Pool Play,Women's Pro 5.0+,Group A,2,Single game,Dino Riot 🦖,Golden Brown,Dino Riot 🦖,21,17,,,,,Laurence Vallée,Rafaela Bastos,,Joanna Gould,Meagan Bown,
Pool Play,Women's Pro 5.0+,Group B,2,Single game,Nova,tiramisu,Nova,21,15,,,,,Laura Kunzelmann,Inès Paysan,,Megan Leybourne,Daniela Kadlec,
Pool Play,Women's Pro 5.0+,Group B,2,Single game,ellelowe sebmarine,Gobby Girls,ellelowe sebmarine,21,11,,,,,Sebastiani Kim,Elle Lowe,,Sara Bradshaw,Jordan Hemmen,
Pool Play,Women's Pro 5.0+,Group C,2,Single game,KickStart,Gapcha,Gapcha,24,25,,,,,Karah Hui,Sarah Allen,,Janet Leung,Dianne Fonseca,
Pool Play,Women's Pro 5.0+,Group C,2,Single game,THUS Parabatai,Semi-Aquatic Mammals of Action,THUS Parabatai,21,18,,,,,Kalin Morgan,Kayla Wu-Fleming,,Joelle Nguyen,Jhanaj Quispe,
Pool Play,Women's Pro 5.0+,Group D,2,Single game,Chitty Bang,Carry Set,Chitty Bang,21,19,,,,,Ronja Lorenz,Lou Washburn,,Malia Wanderer,Abigale Lamontagne,
Pool Play,Women's Pro 5.0+,Group D,2,Single game,TWINZ,Twist My Arm,TWINZ,21,11,,,,,Ali Jenki,Olivia Jenki,,Ava Caron,Ally Neidermyer,
Pool Play,Women's Pro 5.0+,Group A,3,Single game,Pierson/Phan,Dino Riot 🦖,Dino Riot 🦖,22,24,,,,,Katheleen Phan,Katie Pierson,,Laurence Vallée,Rafaela Bastos,
Pool Play,Women's Pro 5.0+,Group A,3,Single game,Soft Serve,Golden Brown,Soft Serve,24,22,,,,,Perrin York,Kayla Ngai,,Joanna Gould,Meagan Bown,
Pool Play,Women's Pro 5.0+,Group B,3,Single game,Nova,ellelowe sebmarine,Nova,21,17,,,,,Laura Kunzelmann,Inès Paysan,,Sebastiani Kim,Elle Lowe,
Pool Play,Women's Pro 5.0+,Group B,3,Single game,tiramisu,Gobby Girls,tiramisu,21,10,,,,,Megan Leybourne,Daniela Kadlec,,Sara Bradshaw,Jordan Hemmen,
Pool Play,Women's Pro 5.0+,Group C,3,Single game,KickStart,THUS Parabatai,THUS Parabatai,18,21,,,,,Karah Hui,Sarah Allen,,Kalin Morgan,Kayla Wu-Fleming,
Pool Play,Women's Pro 5.0+,Group C,3,Single game,Gapcha,Semi-Aquatic Mammals of Action,Gapcha,21,18,,,,,Janet Leung,Dianne Fonseca,,Joelle Nguyen,Jhanaj Quispe,
Pool Play,Women's Pro 5.0+,Group D,3,Single game,Chitty Bang,TWINZ,TWINZ,17,21,,,,,Ronja Lorenz,Lou Washburn,,Ali Jenki,Olivia Jenki,
Pool Play,Women's Pro 5.0+,Group D,3,Single game,Carry Set,Twist My Arm,Carry Set,21,7,,,,,Malia Wanderer,Abigale Lamontagne,,Ava Caron,Ally Neidermyer,
Pool Play,Women's Pro 5.0+,Group A,4,Single game,Pierson/Phan,Golden Brown,Pierson/Phan,21,18,,,,,Katheleen Phan,Katie Pierson,,Joanna Gould,Meagan Bown,
Pool Play,Women's Pro 5.0+,Group A,4,Single game,Dino Riot 🦖,Soft Serve,Dino Riot 🦖,21,17,,,,,Laurence Vallée,Rafaela Bastos,,Perrin York,Kayla Ngai,
Pool Play,Women's Pro 5.0+,Group B,4,Single game,Nova,Gobby Girls,Nova,21,7,,,,,Laura Kunzelmann,Inès Paysan,,Sara Bradshaw,Jordan Hemmen,
Pool Play,Women's Pro 5.0+,Group B,4,Single game,ellelowe sebmarine,tiramisu,tiramisu,18,21,,,,,Sebastiani Kim,Elle Lowe,,Megan Leybourne,Daniela Kadlec,
Pool Play,Women's Pro 5.0+,Group C,4,Single game,KickStart,Semi-Aquatic Mammals of Action,KickStart,21,15,,,,,Karah Hui,Sarah Allen,,Joelle Nguyen,Jhanaj Quispe,
Pool Play,Women's Pro 5.0+,Group C,4,Single game,THUS Parabatai,Gapcha,THUS Parabatai,21,17,,,,,Kalin Morgan,Kayla Wu-Fleming,,Janet Leung,Dianne Fonseca,
Pool Play,Women's Pro 5.0+,Group D,4,Single game,Chitty Bang,Twist My Arm,Chitty Bang,21,10,,,,,Ronja Lorenz,Lou Washburn,,Ava Caron,Ally Neidermyer,
Pool Play,Women's Pro 5.0+,Group D,4,Single game,TWINZ,Carry Set,TWINZ,21,16,,,,,Ali Jenki,Olivia Jenki,,Malia Wanderer,Abigale Lamontagne,
Pool Play,Women's Pro 5.0+,Group A,5,Single game,Pierson/Phan,Soft Serve,Pierson/Phan,21,14,,,,,Katheleen Phan,Katie Pierson,,Perrin York,Kayla Ngai,
Pool Play,Women's Pro 5.0+,Group A,5,Single game,Dino Riot 🦖,Golden Brown,Dino Riot 🦖,21,17,,,,,Laurence Vallée,Rafaela Bastos,,Joanna Gould,Meagan Bown,
Pool Play,Women's Pro 5.0+,Group B,5,Single game,Nova,tiramisu,Nova,21,17,,,,,Laura Kunzelmann,Inès Paysan,,Megan Leybourne,Daniela Kadlec,
Pool Play,Women's Pro 5.0+,Group B,5,Single game,ellelowe sebmarine,Gobby Girls,ellelowe sebmarine,21,18,,,,,Sebastiani Kim,Elle Lowe,,Sara Bradshaw,Jordan Hemmen,
Pool Play,Women's Pro 5.0+,Group C,5,Single game,KickStart,Gapcha,Gapcha,18,21,,,,,Karah Hui,Sarah Allen,,Janet Leung,Dianne Fonseca,
Pool Play,Women's Pro 5.0+,Group C,5,Single game,THUS Parabatai,Semi-Aquatic Mammals of Action,THUS Parabatai,21,17,,,,,Kalin Morgan,Kayla Wu-Fleming,,Joelle Nguyen,Jhanaj Quispe,
Pool Play,Women's Pro 5.0+,Group D,5,Single game,Chitty Bang,Carry Set,Carry Set,18,21,,,,,Ronja Lorenz,Lou Washburn,,Malia Wanderer,Abigale Lamontagne,
Pool Play,Women's Pro 5.0+,Group D,5,Single game,TWINZ,Twist My Arm,TWINZ,21,10,,,,,Ali Jenki,Olivia Jenki,,Ava Caron,Ally Neidermyer,
Pool Play,Women's Pro 5.0+,Group A,6,Single game,Pierson/Phan,Dino Riot 🦖,Pierson/Phan,21,15,,,,,Katheleen Phan,Katie Pierson,,Laurence Vallée,Rafaela Bastos,
Pool Play,Women's Pro 5.0+,Group A,6,Single game,Soft Serve,Golden Brown,Soft Serve,21,19,,,,,Perrin York,Kayla Ngai,,Joanna Gould,Meagan Bown,
Pool Play,Women's Pro 5.0+,Group B,6,Single game,Nova,ellelowe sebmarine,Nova,21,17,,,,,Laura Kunzelmann,Inès Paysan,,Sebastiani Kim,Elle Lowe,
Pool Play,Women's Pro 5.0+,Group B,6,Single game,tiramisu,Gobby Girls,tiramisu,21,16,,,,,Megan Leybourne,Daniela Kadlec,,Sara Bradshaw,Jordan Hemmen,
Pool Play,Women's Pro 5.0+,Group C,6,Single game,KickStart,THUS Parabatai,KickStart,21,16,,,,,Karah Hui,Sarah Allen,,Kalin Morgan,Kayla Wu-Fleming,
Pool Play,Women's Pro 5.0+,Group C,6,Single game,Gapcha,Semi-Aquatic Mammals of Action,Gapcha,21,16,,,,,Janet Leung,Dianne Fonseca,,Joelle Nguyen,Jhanaj Quispe,
Pool Play,Women's Pro 5.0+,Group D,6,Single game,Chitty Bang,TWINZ,Chitty Bang,23,21,,,,,Ronja Lorenz,Lou Washburn,,Ali Jenki,Olivia Jenki,
Pool Play,Women's Pro 5.0+,Group D,6,Single game,Carry Set,Twist My Arm,Carry Set,21,12,,,,,Malia Wanderer,Abigale Lamontagne,,Ava Caron,Ally Neidermyer,
Bracket Play,Women's Pro 5.0+,Bracket A,Round of 16,Best of 3,Pierson/Phan,Semi-Aquatic Mammals of Action,Pierson/Phan,21,18,21,18,,,Katheleen Phan,Katie Pierson,,Joelle Nguyen,Jhanaj Quispe,
Bracket Play,Women's Pro 5.0+,Bracket A,Round of 16,Best of 3,Nova,Twist My Arm,Nova,21,6,21,7,,,Laura Kunzelmann,Inès Paysan,,Ava Caron,Ally Neidermyer,
Bracket Play,Women's Pro 5.0+,Bracket A,Round of 16,Best of 3,Gapcha,Gobby Girls,Gapcha,21,17,21,15,,,Janet Leung,Dianne Fonseca,,Sara Bradshaw,Jordan Hemmen,
Bracket Play,Women's Pro 5.0+,Bracket A,Round of 16,Best of 3,TWINZ,Golden Brown,TWINZ,21,11,21,11,,,Ali Jenki,Olivia Jenki,,Joanna Gould,Meagan Bown,
Bracket Play,Women's Pro 5.0+,Bracket A,Round of 16,Best of 3,THUS Parabatai,ellelowe sebmarine,THUS Parabatai,21,17,21,19,,,Kalin Morgan,Kayla Wu-Fleming,,Sebastiani Kim,Elle Lowe,
Bracket Play,Women's Pro 5.0+,Bracket A,Round of 16,Best of 3,Carry Set,Soft Serve,Carry Set,16,21,21,17,21,17,Malia Wanderer,Abigale Lamontagne,,Perrin York,Kayla Ngai,
Bracket Play,Women's Pro 5.0+,Bracket A,Round of 16,Best of 3,Dino Riot 🦖,KickStart,KickStart,16,21,21,19,15,21,Laurence Vallée,Rafaela Bastos,,Karah Hui,Sarah Allen,
Bracket Play,Women's Pro 5.0+,Bracket A,Round of 16,Best of 3,tiramisu,Chitty Bang,tiramisu,21,16,21,19,,,Megan Leybourne,Daniela Kadlec,,Ronja Lorenz,Lou Washburn,
Bracket Play,Women's Pro 5.0+,Bracket A,Quarter-final,Best of 3,Pierson/Phan,tiramisu,Pierson/Phan,21,16,22,20,,,Katheleen Phan,Katie Pierson,,Megan Leybourne,Daniela Kadlec,
Bracket Play,Women's Pro 5.0+,Bracket A,Quarter-final,Best of 3,Nova,KickStart,Nova,18,21,21,15,21,15,Laura Kunzelmann,Inès Paysan,,Karah Hui,Sarah Allen,
Bracket Play,Women's Pro 5.0+,Bracket A,Quarter-final,Best of 3,Gapcha,Carry Set,Carry Set,19,21,18,21,,,Janet Leung,Dianne Fonseca,,Malia Wanderer,Abigale Lamontagne,
Bracket Play,Women's Pro 5.0+,Bracket A,Quarter-final,Best of 3,TWINZ,THUS Parabatai,THUS Parabatai,17,21,21,16,19,21,Ali Jenki,Olivia Jenki,,Kalin Morgan,Kayla Wu-Fleming,
Bracket Play,Women's Pro 5.0+,Bracket A,P9: Quarter-final,Best of 3,Chitty Bang,Semi-Aquatic Mammals of Action,Chitty Bang,0,-1,0,-1,,,Ronja Lorenz,Lou Washburn,,Joelle Nguyen,Jhanaj Quispe,
Bracket Play,Women's Pro 5.0+,Bracket A,P9: Quarter-final,Best of 3,Dino Riot 🦖,Twist My Arm,Dino Riot 🦖,21,14,1,0,,,Laurence Vallée,Rafaela Bastos,,Ava Caron,Ally Neidermyer,
Bracket Play,Women's Pro 5.0+,Bracket A,P9: Quarter-final,Best of 3,Soft Serve,Gobby Girls,Gobby Girls,21,17,16,21,21,23,Perrin York,Kayla Ngai,,Sara Bradshaw,Jordan Hemmen,
Bracket Play,Women's Pro 5.0+,Bracket A,P9: Quarter-final,Best of 3,ellelowe sebmarine,Golden Brown,Golden Brown,-1,0,-1,0,,,Sebastiani Kim,Elle Lowe,,Joanna Gould,Meagan Bown,
Bracket Play,Women's Pro 5.0+,Bracket A,Semi-final,Best of 3,Pierson/Phan,THUS Parabatai,Pierson/Phan,21,18,12,21,21,18,Katheleen Phan,Katie Pierson,,Kalin Morgan,Kayla Wu-Fleming,
Bracket Play,Women's Pro 5.0+,Bracket A,Semi-final,Best of 3,Nova,Carry Set,Nova,21,13,21,14,,,Laura Kunzelmann,Inès Paysan,,Malia Wanderer,Abigale Lamontagne,
Bracket Play,Women's Pro 5.0+,Bracket A,P5: Semi-final,Best of 3,Gapcha,KickStart,Gapcha,0,-1,0,-1,,,Janet Leung,Dianne Fonseca,,Karah Hui,Sarah Allen,
Bracket Play,Women's Pro 5.0+,Bracket A,Final,Best of 3,Pierson/Phan,Nova,Nova,12,21,19,21,,,Katheleen Phan,Katie Pierson,,Laura Kunzelmann,Inès Paysan,
Bracket Play,Women's Pro 5.0+,Bracket A,P3: Final,Best of 3,Carry Set,THUS Parabatai,THUS Parabatai,17,21,22,24,,,Malia Wanderer,Abigale Lamontagne,,Kalin Morgan,Kayla Wu-Fleming,
